t_lon,t_lat,alpha
11.37032228883527,43.99574513931952,0.5067430166765452
11.370007923824138,43.995238336330246,0.5069705112705101
11.369719765099903,43.99477384763,0.5074904235697983
11.369475288861194,43.99437988101123,0.5083110414604237
11.369291971740843,43.99408464412543,0.509500224283915
11.369187290805892,43.99391634448316,0.5110058134336518
11.369178723557575,43.99390318945405,0.514452989572978
11.369283747931338,43.994073386266784,0.5168024614784951
11.369252466422747,43.9940235595501,0.5195466385585478
11.369221184914156,43.99397373283342,0.5219723309608043
11.369189903405564,43.993923906116734,0.5240948213120712
11.369158621896972,43.99387407940006,0.5260576686604524
11.369127340388381,43.99382425268337,0.5280689742488568
11.36909605887979,43.99377442596669,0.5302942563773201
11.3690647773712,43.99372459925,0.5327128165259643
11.369033495862608,43.993674772533325,0.5353941509545235
11.369002214354019,43.993624945816634,0.5382276030714995
11.368970932845427,43.99357511909995,0.5412016073390087
11.368939651336838,43.99352529238327,0.5447346002537397
11.368908369828246,43.99347546566659,0.5493742377009958
11.368877291831001,43.9934255588898,0.5540855218820194
11.368846760968001,43.993375436873784,0.5544099241609352
11.368816206057915,43.99332532431774,0.5526901275080568
11.368785147807497,43.99327540977267,0.5521797776639892
11.368753198811579,43.993225845641376,0.5548639148923509
11.368720063553079,43.99317674817844,0.5622274000573205
11.368685858166469,43.993128011430365,0.5677497390249802
11.368650746364896,43.99307951907761,0.5671343861361375
11.368614031218234,43.9930316728993,0.5635705523121175
11.368575218157147,43.992984774245855,0.5599851309468484
11.368534014973102,43.99293902403908,0.5579139503732036
11.368490875203399,43.99289405612502,0.5508800603819427
11.368445533781719,43.992850194824925,0.543201978814251
11.368397859724471,43.99280772266714,0.5366573294883439
11.368348083439026,43.992766644220865,0.5291604336991645
11.36829671112078,43.99272641271029,0.511053201125882
11.368242722569569,43.99268798251388,0.5135167727206411
11.368185879967054,43.992651864765435,0.5284863133258931
11.368126365223599,43.992617858953864,0.540557840890544
11.368064519172945,43.992585867572885,0.5541957274412689
11.368000667172094,43.99255644087623,0.5697584077126103
11.367934817073655,43.992530126046375,0.5830980374020108
11.367866490895619,43.99250704522931,0.5926001417137042
11.367795965144834,43.99248730508559,0.5976012518425448
11.3677237277758,43.992471261451605,0.5976891256381858
11.367649904236192,43.992457572155395,0.6041394795810908
11.367574770994223,43.99244774120866,0.6076053258112131
11.367499065742752,43.992442437833645,0.6058395588083012
11.3674235836927,43.99244169210363,0.6036848076450799
11.367348326404596,43.99244454877468,0.6120647308812944
11.367273806146095,43.99245236655868,0.616306219043522
11.3672008489711,43.992465204323224,0.6155268691734253
11.367129136077313,43.992482041311945,0.6198766602877879
11.367060004802195,43.99250345208324,0.6247258709008814
11.366994296266355,43.992530014241055,0.6230153261503086
11.366931926101948,43.992561081634655,0.6204973553076476
11.366873438216027,43.99259583026684,0.620495721968449
11.366819226117382,43.992634112261754,0.6205271398710507
11.36676908220607,43.99267546034276,0.624947366433995
11.366724032056496,43.99271884555779,0.6356549545734803
11.36668552542774,43.99276532748574,0.6386605424897862
11.366653453512695,43.99281445970047,0.6371615486177461
11.366627305429965,43.99286550613557,0.6360402437232041
11.366606523243039,43.9929176455689,0.6393706641894285
11.366591586525983,43.992971269063176,0.642469735606215
11.366582775738882,43.9930255611076,0.6455190020999602
11.366579810816281,43.99307966626194,0.650611952691029
11.366583752723777,43.99313387133958,0.6482024648226183
11.366593008555334,43.993188147376614,0.6478087604991096
11.366606689560552,43.99324190669732,0.6529730747511756
11.366625200599856,43.99329481026673,0.6582401277606861
11.366648328739423,43.99334659236762,0.6637285203066996
11.366675775492684,43.993397041609434,0.6692215654244457
11.366708142490232,43.99344618769151,0.6696962686740221
11.36674463641154,43.9934940516927,0.6673911213440802
11.36678404455829,43.99354075221676,0.6660004334417556
11.366825536293145,43.99358646163531,0.6658662347710901
11.366868574642712,43.99363141091417,0.6670769057665734
11.366912793966133,43.993675739545075,0.6694023804331174
11.36695844767378,43.99371948616154,0.6689983438352909
11.367004950919558,43.993762893481374,0.6674517367510125
11.367051482175295,43.99380629102921,0.6671686194099636
11.367097091191763,43.993850062783785,0.6727583788643255
11.367142405813627,43.99389395399157,0.6782747246450919
11.36718772043549,43.993937845199355,0.682194533461107
11.367233035057355,43.99398173640714,0.6852562021416082
11.367278349679218,43.994025627614924,0.6877928186561976
11.367323664301084,43.9940695188227,0.6900502078758366
11.367368978922947,43.99411341003049,0.6920730363544602
11.367414293544812,43.99415730123828,0.6938769134254309
11.367459608166676,43.994201192446056,0.6954012346959313
11.367504922788541,43.99424508365384,0.6968168148524825
11.367550237410406,43.994288974861625,0.6983217126742394
11.367595552032268,43.99433286606941,0.7000737165239207
11.367640866654135,43.994376757277195,0.701959990877855
11.367686181275998,43.994420648484976,0.703795759750883
11.367731495897862,43.994464539692764,0.7055181620797413
11.367776810519727,43.99450843090055,0.7071827091938406
11.367822125141592,43.99455232210833,0.7088678775491051
11.367867439763458,43.994596213316115,0.7105628830992898
11.367912754385321,43.994640104523896,0.7122424508566874
11.367958069007184,43.99468399573168,0.7138998102627102
11.368003383629048,43.99472788693947,0.7155429978436059
11.368048698250913,43.99477177814726,0.7171765732638293
11.368094012872778,43.994815669355035,0.7187961355063175
11.36813932749464,43.99485956056282,0.7204014791826653
11.368184642116505,43.99490345177061,0.7219935120278158
11.368229956738372,43.99494734297839,0.7235718666465724
11.368275271360236,43.99499123418617,0.7251362011342414
11.3683205859821,43.99503512539396,0.7266866764532789
11.368365900603964,43.99507901660175,0.7282238987471258
11.36841121522583,43.99512290780953,0.7297455597014652
11.368456529847695,43.99516679901732,0.731252010361011
11.368501844469558,43.99521069022509,0.732748267004896
11.368547159091422,43.99525458143288,0.7342330083720623
11.368592473713289,43.99529847264067,0.7356957426602729
11.36863778833515,43.99534236384845,0.7371267857251268
11.368683102957014,43.99538625505623,0.7385565750376057
11.368728417578879,43.99543014626402,0.7400134802315732
11.368773732200744,43.99547403747181,0.7414703131248455
11.368819046822608,43.99551792867959,0.742851643866644
11.368864361444473,43.99556181988737,0.7441401570703796
11.368909676066338,43.99560571109515,0.7454304094411385
11.3689549906882,43.99564960230295,0.7467657310622606
11.369000305310069,43.99569349351073,0.7481005323278069
11.369045619931931,43.99573738471852,0.749268094189147
11.369090934553794,43.99578127592629,0.7503135297634048
11.369136249175659,43.99582516713408,0.7513687077429857
11.369181563797522,43.99586905834187,0.7527520627515891
11.369226878419388,43.99591294954965,0.7547222748008702
11.369272193041251,43.99595684075743,0.7577258108385281
11.369317507663114,43.99600073196521,0.7622588480319408
11.369363203746259,43.9960444408036,0.7653110527712337
11.36940904881719,43.99608807841375,0.7683087438545159
11.369454702721043,43.99613180741725,0.7728223330316988
11.369500198757994,43.99617566818738,0.7777214854521171
11.369546132967955,43.99621952233366,0.7771248531832022
11.369591875626783,43.99626372115407,0.7728935393550772
11.36963652672658,43.99630858074142,0.7647784589062673
11.369678254850095,43.996354442661165,0.7565050136799295
11.369715637800647,43.99640155090915,0.7496255891956622
11.369747662602123,43.99645005191158,0.7454154195461576
11.36977372549898,43.996499994525074,0.7447329677980052
11.369793631956243,43.99655133003664,0.7478054503309697
11.369807596659506,43.996603912163664,0.7539345958472955
11.369816243514936,43.99665749705392,0.7614883829146889
11.36982060564927,43.99671174328559,0.7675259133710081
11.369821357202323,43.99676657022435,0.77305612610031
11.369819344768963,43.99682173350877,0.779540370123701
11.369816650843,43.99687685359768,0.7812527040887765
11.369814215338906,43.99693177958913,0.779813949592619
11.369812679136235,43.99698667170151,0.7766591205280811
11.369812373498332,43.99704157677505,0.7742394907459598
11.369813644958418,43.99709642891854,0.7744639543221379
11.369816664770259,43.997151425952076,0.7823796865499114
11.369823194602212,43.99720598267172,0.7925283547077122
11.369834563769142,43.99725962436161,0.8022786119432378
11.369851669232416,43.99731198679397,0.8091248713113729
11.369874975599897,43.99736281622911,0.8118663122649172
11.369904515125953,43.997411969415445,0.809541575847173
11.369939887711446,43.99745941358947,0.8033688445995528
